PRIORITY,OCR_STATUS,territory_id,District,territory_name,Type,STATUS,Agents,Cycle,Start (actual Start date),End (actual end date),Actual Man-Day,Days planned,Number_of_landmark,Number_of_trending,Number_of_regional,Number_of_iconic,Number_of_brands,total_logs,total_survey_logs,survey_log_new,survey_log_update_exist,survey_log_deleted,total_poi_portal,poi_portal_log_new,poi_portal_log_update_exist,poi_portal_log_deleted,total_trx,trx_draft,trx_ready_to_publish,trx_archived,trx_in_progress,Diffrencess,Area Score,high dansity ?
4,,9237,Muayzilah,city Riyadh Muayzilah district_152,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,-7,0,0
4,,9240,Muayzilah,city Riyadh Muayzilah district_520,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,0,2,1,6,4,1,1,0,-5,0,0
4,,9362,Shobra,city Riyadh Shobra district_101,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,9366,Shobra,city Riyadh Shobra district_105,Resid.,Open,,,,,0.22,0.15,0,0,0,0,0,1,0,0,0,0,1,0,1,0,33,30,1,2,0,-31,0,0
4,,9367,Shobra,city Riyadh Shobra district_106,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,8,0,0,0,0,8,2,3,3,28,19,3,6,0,-23,0,0
4,,9370,Shobra,city Riyadh Shobra district_109,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
4,,9376,Shobra,city Riyadh Shobra district_115,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,3,0,0,0,0,3,0,3,0,8,7,1,0,0,-8,0,YES
4,,9385,Shobra,city Riyadh Shobra district_78,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,4,1,0,1,0,3,0,3,0,9,5,2,2,0,-6,0,0
4,,9386,Shobra,city Riyadh Shobra district_79,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,1,0,4,2,1,1,0,-3,0,0
4,,9387,Shobra,city Riyadh Shobra district_80,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,8,6,1,1,0,-7,0,0
4,,9389,Shobra,city Riyadh Shobra district_82,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,7,0,0,0,0,7,1,4,2,8,4,2,2,0,-6,0,0
4,,9391,Shobra,city Riyadh Shobra district_84,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,4,0,0,0,0,4,0,4,0,28,20,3,5,0,-23,0,0
4,,9392,Shobra,city Riyadh Shobra district_85,Resid.,Open,,,,,0.21,0.14,0,0,0,0,0,7,0,0,0,0,7,0,6,1,37,25,5,7,0,-30,0,YES
4,,9393,Shobra,city Riyadh Shobra district_86,Resid.,Open,,,,,0.2,0.13,0,0,0,0,0,8,0,0,0,0,8,1,5,2,34,24,3,7,0,-28,0,YES
4,,9397,Shobra,city Riyadh Shobra district_90,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,6,0,0,0,0,6,1,2,3,22,13,2,7,0,-15,0,YES
4,,9399,Shobra,city Riyadh Shobra district_92,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,12,0,0,0,0,12,1,8,3,37,18,4,15,0,-23,0,0
4,,9400,Shobra,city Riyadh Shobra district_93,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,8,0,0,0,0,8,2,2,4,18,10,2,6,0,-12,0,0
4,,9401,Shobra,city Riyadh Shobra district_94,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,4,0,0,0,0,4,1,1,2,7,3,1,3,0,-4,0,0
4,,9404,Shobra,city Riyadh Shobra district_97,Mixed.,Open,,,,,0.09,0.06,0,0,0,0,0,2,0,0,0,0,2,0,2,0,15,11,1,3,0,-12,0,0
4,,9405,Shobra,city Riyadh Shobra district_98,Mixed.,Open,,,,,0.12,0.08,0,0,0,0,0,3,0,0,0,0,3,1,1,1,21,16,1,4,0,-17,0,0
4,,9414,Tuwaiq,city Riyadh Tuwaiq district_389,Com,Open,,,,,0.05,0.03,0,0,0,0,0,3,0,0,0,0,3,0,3,0,7,6,1,0,0,-7,0,0
4,,9422,Tuwaiq,city Riyadh Tuwaiq district_397,Resid.,Open,,,,,0.11,0.08,0,0,0,0,0,3,0,0,0,0,3,1,1,1,17,15,1,1,0,-16,0,0
4,,9424,Tuwaiq,city Riyadh Tuwaiq district_399,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,0,2,1,13,12,0,1,0,-12,0,0
4,,9425,Tuwaiq,city Riyadh Tuwaiq district_400,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,-9,0,0
4,,9426,Tuwaiq,city Riyadh Tuwaiq district_401,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,-11,0,0
4,,9428,Tuwaiq,city Riyadh Tuwaiq district_403,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
4,,9429,Tuwaiq,city Riyadh Tuwaiq district_404,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,3,1,1,0,-4,0,0
4,,9432,Tuwaiq,city Riyadh Tuwaiq district_407,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
4,,9438,Tuwaiq,city Riyadh Tuwaiq district_413,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,-6,0,0
4,,9443,Tuwaiq,city Riyadh Tuwaiq district_418,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,3,0,0,0,0,3,1,1,1,12,9,1,2,0,-10,0,0
4,,9444,Tuwaiq,city Riyadh Tuwaiq district_419,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,6,0,0,0,0,6,2,2,2,15,10,2,3,0,-12,0,0
4,,9445,Tuwaiq,city Riyadh Tuwaiq district_420,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,5,3,0,2,0,-3,0,0
4,,9446,Tuwaiq,city Riyadh Tuwaiq district_421,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,6,0,0,0,0,6,2,2,2,15,9,2,4,0,-11,0,0
4,,9448,Tuwaiq,city Riyadh Tuwaiq district_423,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,6,0,0,0,0,6,2,2,2,13,7,2,4,0,-9,0,0
4,,9452,Tuwaiq,city Riyadh Tuwaiq district_427,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
4,,9454,Tuwaiq,city Riyadh Tuwaiq district_429,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,4,0,0,0,0,4,1,1,2,14,10,1,3,0,-11,0,0
4,,9457,Tuwaiq,city Riyadh Tuwaiq district_432,Resid.,Open,,,,,0.26,0.18,0,0,0,0,0,1,0,0,0,0,1,0,0,1,43,37,0,6,0,-37,0,0
4,,9459,Tuwaiq,city Riyadh Tuwaiq district_434,Resid.,Open,,,,,0.13,0.09,0,0,0,0,0,9,0,0,0,0,9,3,3,3,22,15,3,4,0,-18,0,0
4,,9467,Tuwaiq,city Riyadh Tuwaiq district_442,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,9471,Tuwaiq,city Riyadh Tuwaiq district_446,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
4,,9474,Tuwaiq,city Riyadh Tuwaiq district_449,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,17,0,1,0,-17,0,0
4,,9478,Tuwaiq,city Riyadh Tuwaiq district_453,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,0,0,0,-8,0,0
4,,9479,Tuwaiq,city Riyadh Tuwaiq district_454,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,5,2,1,2,0,-3,0,0
4,,9481,Tuwaiq,city Riyadh Tuwaiq district_456,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,0,0,0,-3,0,0
4,,9488,Tuwaiq,city Riyadh Tuwaiq district_463,Resid.,,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,-6,0,0
4,,9489,Tuwaiq,city Riyadh Tuwaiq district_464,Resid.,,,,,,0.06,0.04,0,0,0,0,0,3,0,0,0,0,3,0,3,0,11,8,1,2,0,-9,0,0
4,,9490,Tuwaiq,city Riyadh Tuwaiq district_465,Resid.,,,,,,0.11,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,15,15,0,0,0,-15,0,0
4,,9491,Tuwaiq,city Riyadh Tuwaiq district_466,Resid.,,,,,,0.04,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,7,5,1,1,0,-6,0,0
4,,9494,Tuwaiq,city Riyadh Tuwaiq district_469,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,7,5,1,1,0,-6,0,0
4,,9497,Tuwaiq,city Riyadh Tuwaiq district_472,Mixed.,Open,,,,,0.08,0.05,0,0,0,0,0,4,0,0,0,0,4,0,4,0,11,10,1,0,0,-11,0,0
4,,9506,Tuwaiq,city Riyadh Tuwaiq district_481,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,-7,0,0
4,,9498,Tuwaiq,city Riyadh Tuwaiq district_473,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,4,0,0,0,0,4,0,4,0,7,6,1,0,0,-7,0,0
4,,9508,Tuwaiq,city Riyadh Tuwaiq district_483,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,1,0,0,0,0,1,0,0,1,4,3,0,1,0,-3,0,0
4,,9509,Tuwaiq,city Riyadh Tuwaiq district_484,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,0,3,1,10,8,1,1,0,-9,0,0
4,,9512,Tuwaiq,city Riyadh Tuwaiq district_487,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,-9,0,0
4,,9517,Tuwaiq,city Riyadh Tuwaiq district_492,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9,0,0,0,-9,0,0
4,,9519,Tuwaiq,city Riyadh Tuwaiq district_494,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,4,0,0,0,0,4,1,1,2,5,2,1,2,0,-3,0,0
4,,9520,Tuwaiq,city Riyadh Tuwaiq district_495,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,-6,0,0
4,,9525,Tuwaiq,city Riyadh Tuwaiq district_500,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,4,0,0,0,0,4,1,1,2,14,11,1,2,0,-13,0,0
4,,9527,Tuwaiq,city Riyadh Tuwaiq district_502,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,3,0,0,0,0,3,1,1,1,7,5,1,1,0,-6,0,0
4,,9532,Tuwaiq,city Riyadh Tuwaiq district_507,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
4,,9529,Tuwaiq,city Riyadh Tuwaiq district_504,Resid.,Open,,,,,0.14,0.09,0,0,0,0,0,1,0,0,0,0,1,0,0,1,19,18,0,1,0,-19,0,0
4,,9534,Tuwaiq,city Riyadh Tuwaiq district_509,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,9535,Tuwaiq,city Riyadh Tuwaiq district_510,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,8,0,1,0,-8,0,0
4,,9561,Tuwaiq,city Riyadh Tuwaiq district_581,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,6,0,1,0,-6,0,0
4,,9562,Tuwaiq,city Riyadh Tuwaiq district_582,Com,Open,,,,,0.26,0.17,0,0,0,0,0,7,0,0,0,0,7,1,4,2,40,33,2,5,0,-36,0,0
4,,9586,Tuwaiq,city Riyadh Tuwaiq district_646,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11,0,0,0,-11,0,0
4,,9605,Uqaz,city Riyadh Uqaz district_115,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,9606,Uqaz,city Riyadh Uqaz district_116,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,9608,Uqaz,city Riyadh Uqaz district_118,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
4,,9630,Uqaz,city Riyadh Uqaz district_146,Mixed.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,9633,Uqaz,city Riyadh Uqaz district_149,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,3,0,0,0,0,3,1,1,1,11,9,1,1,0,-10,0,0
4,,9639,Uqaz,city Riyadh Uqaz district_155,Mixed.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,1,1,1,15,12,1,2,0,-13,0,0
4,,9640,Uqaz,city Riyadh Uqaz district_156,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,1,0,7,6,1,0,0,-7,0,0
4,,9641,Uqaz,city Riyadh Uqaz district_157,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10,0,0,0,-10,0,0
4,,9642,Uqaz,city Riyadh Uqaz district_158,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
4,,9942,,city Riyadh_1059,Mixed.,Open,,,,,0.05,0.03,0,0,0,0,0,11,0,0,0,0,11,0,0,11,18,7,0,11,0,-7,0,0
4,,9943,,city Riyadh_1060,Mixed.,Open,,,,,0.04,0.03,0,0,0,0,0,9,0,0,0,0,9,0,7,2,8,4,2,2,0,-6,0,0
4,,9947,Ghabira,Ghobairah district_10000395,Com,Open,,,,,0.04,0.03,0,0,0,0,0,4,0,0,0,0,4,1,1,2,8,5,1,2,0,-6,0,0
4,,9949,Ghabira,Ghobairah district_10000397,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,2,0,0,0,0,2,0,0,2,9,5,0,4,0,-6,0,0
4,,9951,Ghabira,Ghobairah district_10000399,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,9,0,3,0,-9,0,0
4,,9950,Ghabira,Ghobairah district_10000398,Resid.,Open,,,,,0.23,0.15,0,0,0,0,0,9,0,0,0,0,9,0,6,3,45,28,3,14,0,-32,0,YES
4,,9956,Ghabira,Ghobairah district_10000404,Resid.,Open,,,,,0.14,0.09,0,0,0,0,0,5,0,0,0,0,5,0,2,3,21,16,1,4,0,-19,0,0
4,,9955,Ghabira,Ghobairah district_10000403,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,31,23,0,8,0,-23,0,0
4,,9957,Ghabira,Ghobairah district_10000405,Com,Open,,,,,0.04,0.03,0,0,0,0,0,5,0,0,0,0,5,1,2,2,10,4,2,4,0,-6,0,YES
4,,9960,Ghabira,Ghobairah district_10000408,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,4,0,0,0,0,4,1,1,2,13,8,1,4,0,-9,0,YES
4,,9961,Ghabira,Ghobairah district_10000409,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,4,0,0,0,0,4,1,1,2,9,4,1,4,0,-5,0,0
4,,9962,Ghabira,Ghobairah district_10000410,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,10,0,3,0,-10,0,0
4,,9963,Ghabira,Ghobairah district_10000411,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,25,23,0,2,0,-23,0,YES
4,,9964,Ghabira,Ghobairah district_10000412,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,13,0,0,0,0,13,1,8,4,31,18,3,10,0,-23,0,YES
4,,10060,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000236,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,4,0,0,0,0,4,0,4,0,13,10,1,2,0,-11,0,0
4,,10064,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000240,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,10065,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000241,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,2,0,0,0,0,2,0,2,0,5,4,1,0,0,-5,0,0
4,,10068,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000244,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,1,0,0,0,0,1,0,0,1,6,4,0,2,0,-4,0,0
4,,10072,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000248,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,6,0,3,0,-7,0,0
4,,10073,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000249,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,1,0,0,0,0,1,0,0,1,9,7,0,2,0,-7,0,0
4,,10075,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000251,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,10079,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000255,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,3,0,0,0,0,3,1,1,1,18,14,1,3,0,-15,0,0
4,,10081,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000257,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,9,0,4,0,-9,0,0
4,,10084,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000260,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,3,0,0,0,0,3,1,1,1,16,12,1,3,0,-13,0,0
4,,10086,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000262,Resid.,Open,,,,,0.12,0.08,0,0,0,0,0,4,0,0,0,0,4,0,2,2,21,14,1,6,0,-17,0,0
4,,10085,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000261,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,2,1,1,0,-3,0,0
4,,10087,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000263,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,6,4,1,1,0,-5,0,0
4,,10088,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000264,Com,Open,,,,,0.12,0.08,0,0,0,0,0,11,0,0,0,0,11,3,4,4,23,12,5,6,0,-17,0,0
4,,10089,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000265,Resid.,Open,,,,,0.07,0.05,0,0,0,0,0,2,0,0,0,0,2,0,2,0,11,9,1,1,0,-10,0,0
4,,10090,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000266,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,9,0,0,0,0,9,1,6,2,17,9,2,6,0,-11,0,0
4,,10091,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000267,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,9,0,1,0,-9,0,0
4,,10093,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000269,Resid.,Open,,,,,0.19,0.12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,35,26,0,9,0,-26,0,0
4,,10099,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000275,Resid.,Open,,,,,0.11,0.07,0,0,0,0,0,1,0,0,0,0,1,0,0,1,15,14,0,1,0,-15,0,0
4,,10100,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000276,Resid.,Open,,,,,0.13,0.09,0,0,0,0,0,1,0,0,0,0,1,0,0,1,21,18,0,3,0,-18,0,0
4,,10101,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000277,Resid.,Open,,,,,0.25,0.17,0,0,0,0,0,4,0,0,0,0,4,0,3,1,39,31,3,5,0,-35,0,0
4,,10102,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000278,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,10103,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000279,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,-5,0,0
4,,10104,Manfuha Al Jadidah,Manfuha Al Jadidah district_10000529,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,8,0,2,0,-8,0,0
4,,10106,Manfuhah,Manfuhah district_10000186,Resid.,Open,,,,,0.21,0.14,0,0,0,0,0,2,0,0,0,0,2,0,0,2,36,27,0,9,0,-29,0,0
4,,10109,Manfuhah,Manfuhah district_10000189,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,2,0,0,0,0,2,0,0,2,14,10,0,4,0,-12,0,0
4,,10111,Manfuhah,Manfuhah district_10000191,Resid.,Open,,,,,0.02,0.01,0,0,0,0,0,4,0,0,0,0,4,0,3,1,3,2,1,0,0,-3,0,0
4,,10112,Manfuhah,Manfuhah district_10000192,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,-7,0,0
4,,10116,Manfuhah,Manfuhah district_10000196,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,0,0,0,0,0,0,0,0,0,18,14,0,4,0,-14,0,0
4,,10117,Manfuhah,Manfuhah district_10000197,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,3,0,0,0,0,3,0,0,3,24,20,0,4,0,-23,0,YES
4,,10118,Manfuhah,Manfuhah district_10000198,Resid.,Open,,,,,0.1,0.07,0,0,0,0,0,1,0,0,0,0,1,0,0,1,16,13,0,3,0,-14,0,0
4,,10119,Manfuhah,Manfuhah district_10000199,Resid.,Open,,,,,0.17,0.11,0,0,0,0,0,5,0,0,0,0,5,0,3,2,31,22,2,7,0,-24,0,0
4,,10120,Manfuhah,Manfuhah district_10000200,Resid.,Open,,,,,0.39,0.26,0,0,0,0,0,1,0,0,0,0,1,0,0,1,62,55,0,7,0,-55,0,0
4,,10121,Manfuhah,Manfuhah district_10000201,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,10122,Manfuhah,Manfuhah district_10000202,Resid.,Open,,,,,0.29,0.2,0,0,0,0,0,5,0,0,0,0,5,1,1,3,48,39,1,8,0,-41,0,YES
4,,10123,Manfuhah,Manfuhah district_10000203,Resid.,Open,,,,,0.08,0.05,0,0,0,0,0,5,0,0,0,0,5,1,1,3,12,8,1,3,0,-11,0,0
4,,10125,Manfuhah,Manfuhah district_10000205,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,10126,Manfuhah,Manfuhah district_10000206,Resid.,Open,,,,,0.04,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,6,0,0,0,-6,0,0
4,,10133,Manfuhah,Manfuhah district_10000213,Mixed.,Open,,,,,0.14,0.1,0,0,0,0,0,2,0,0,0,0,2,0,1,1,23,19,1,3,0,-20,0,0
4,,10135,Manfuhah,Manfuhah district_10000215,Com,Open,,,,,0.1,0.07,0,0,0,0,0,1,0,0,0,0,1,0,1,0,15,13,1,1,0,-14,0,0
4,,10139,Manfuhah,Manfuhah district_10000219,Mixed.,Open,,,,,0.14,0.09,0,0,0,0,0,3,0,0,0,0,3,1,1,1,23,18,1,4,0,-19,0,0
4,,10140,Manfuhah,Manfuhah district_10000220,Mixed.,Open,,,,,0.46,0.31,0,0,0,0,0,12,0,0,0,0,12,2,7,3,72,61,4,7,0,-65,0,0
4,,10141,Manfuhah,Manfuhah district_10000221,Mixed.,Open,,,,,0.08,0.05,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,11,0,2,0,-11,0,0
4,,10151,Tuwaiq,RUH_Al Dani_11,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,5,0,0,0,0,5,1,1,3,7,3,1,3,0,-4,0,0
4,,10152,Tuwaiq,RUH_Al Dani_12,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,5,0,1,0,-5,0,0
4,,10153,Tuwaiq,RUH_Al Fawanis_23,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,6,0,0,0,0,6,1,4,1,9,5,2,2,0,-7,0,0
4,,10155,Tuwaiq,RUH_Al Kindi_02,Resid.,Open,,,,,0.05,0.03,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7,0,0,0,-7,0,0
4,,10156,Tuwaiq,RUH_Al Kindi_03,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,6,4,1,1,0,-5,0,0
4,,10157,Tuwaiq,RUH_Al Kindi_04,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,2,0,0,0,0,2,0,0,2,16,12,0,4,0,-13,0,0
4,,10176,Tuwaiq,RUH_Al Qasr_03,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5,0,0,0,-5,0,0
4,,10181,Tuwaiq,RUH_Al Tuwaiq_23,Resid.,Open,,,,,0.16,0.11,0,0,0,0,0,4,0,0,0,0,4,0,3,1,24,20,2,2,0,-23,0,0
4,,10182,Tuwaiq,RUH_Al Tuwaiq_24,Resid.,Open,,,,,0.03,0.02,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4,0,0,0,-4,0,0
4,,10184,Tuwaiq,RUH_Al Tuwaiq_26,Resid.,Open,,,,,0.09,0.06,0,0,0,0,0,1,0,0,0,0,1,0,1,0,14,12,1,1,0,-13,0,0
4,,10185,Tuwaiq,RUH_Al Tuwaiq_27,Resid.,Open,,,,,0.04,0.02,0,0,0,0,0,3,0,0,0,0,3,1,1,1,6,4,1,1,0,-5,0,0
4,,10187,Tuwaiq,RUH_Al Tuwaiq_30,Resid.,Open,,,,,0.06,0.04,0,0,0,0,0,9,0,0,0,0,9,2,3,4,12,5,3,4,0,-8,0,0
