PRIORITY,OCR_STATUS,territory_id,District,territory_name,Type,STATUS,Agents,Cycle,Start (actual Start date),End (actual end date),Actual Man-Day,Days planned,Number_of_landmark,Number_of_trending,Number_of_regional,Number_of_iconic,Number_of_brands,total_logs,total_survey_logs,survey_log_new,survey_log_update_exist,survey_log_deleted,total_poi_portal,poi_portal_log_new,poi_portal_log_update_exist,poi_portal_log_deleted,total_trx,trx_draft,trx_ready_to_publish,trx_archived,trx_in_progress,Diffrencess,Area Score,high dansity ?
1,,6707,Al Narjis,Al Narjas district_133,Resid.,Closed,surveyor1,25-Jan,"January 12, 25","January 12, 25",0.01,0.01,0,0,0,0,0,2,2,0,2,0,0,0,0,0,2,0,2,0,0,0,0,0
1,,6708,Al Narjis,Al Narjas district_134,Resid.,Closed,surveyor1,25-Jan,"January 12, 25","January 12, 25",0.01,0,0,0,0,0,0,4,1,0,0,1,3,1,1,1,2,0,1,1,0,0,0,0
1,,6709,Al Narjis,Al Narjas district_135,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,,6710,Al Narjis,Al Narjas district_136,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6713,Al Narjis,Al Narjas district_139,Resid.,Closed,surveyor1,25-Jan,"January 12, 25","January 12, 25",0.01,0.01,0,0,0,0,0,5,2,0,1,1,3,1,2,0,3,0,2,1,0,0,0,0
1,,6714,Al Narjis,Al Narjas district_140,Mixed.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6715,Al Narjis,Al Narjas district_141,Mixed.,Closed,surveyor1,25-Jan,"January 12, 25","January 12, 25",0.01,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
1,,6716,Al Narjis,Al Narjas district_142,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6717,Al Narjis,Al Narjas district_143,Mixed.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6722,Al Narjis,Al Narjas district_148,Mixed.,Closed,surveyor1,25-Jan,"January 14, 25","January 14, 25",0.03,0.01,0,0,0,0,0,4,2,2,0,0,2,0,2,0,2,0,2,0,0,2,0,0
1,,6723,Al Narjis,Al Narjas district_149,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6724,Al Narjis,Al Narjas district_150,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6725,Al Narjis,Al Narjas district_151,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6726,Al Narjis,Al Narjas district_152,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6727,Al Narjis,Al Narjas district_153,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6728,Al Narjis,Al Narjas district_154,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6729,Al Narjis,Al Narjas district_155,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6730,Al Narjis,Al Narjas district_156,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6732,Al Narjis,Al Narjas district_158,,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6734,Al Narjis,Al Narjas district_160,Resid.,Closed,surveyor1,25-Jan,"January 14, 25","January 14, 25",0.01,0,0,0,0,0,0,2,2,0,1,1,0,0,0,0,2,0,1,1,0,0,0,0
1,,6735,Al Narjis,Al Narjas district_161,Resid.,Closed,surveyor1,25-Jan,"January 14, 25","January 14, 25",0.01,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0
1,,6736,Al Narjis,Al Narjas district_162,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6738,Al Narjis,Al Narjas district_164,Resid.,Closed,surveyor1,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,6739,Al Narjis,Al Narjas district_165,Resid.,Closed,surveyor1,25-Jan,,,0.01,0.01,0,0,0,0,0,3,0,0,0,0,3,1,1,1,4,1,1,2,0,0,0,0
1,,6752,Al Narjis,Al Narjas district_178,Resid.,Closed,surveyor1,25-Jan,"January 14, 25","January 14, 25",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,,6753,Al Narjis,Al Narjas district_179,Resid.,Closed,surveyor1,25-Jan,"January 14, 25","January 14, 25",0,0,0,0,0,0,0,2,1,0,0,1,1,0,0,1,2,0,0,2,0,0,0,0
1,,6769,Al Narjis,Al Narjas district_49,Resid.,Closed,surveyor1,25-Jan,"January 15, 25","January 15, 25",0.06,0.04,0,0,0,0,0,30,8,0,5,3,22,0,21,1,16,0,9,7,0,0,0,0
1,,6773,Al Narjis,Al Narjas district_53,Resid.,Closed,surveyor1,25-Jan,"January 14, 25","January 15, 25",0.09,0.06,0,0,0,0,0,17,12,0,10,2,5,0,5,0,16,0,12,4,0,0,0,0
1,,6776,Al Narjis,Al Narjas district_56,Resid.,Closed,surveyor1,25-Jan,"January 13, 25","January 15, 25",0.1,0.06,0,0,0,0,0,33,18,2,8,8,15,0,13,2,23,0,12,11,0,2,0,0
1,,6780,Al Narjis,Al Narjas district_60,Resid.,Closed,surveyor1,25-Jan,"January 13, 25","January 13, 25",0.05,0.03,0,0,0,0,0,15,6,0,6,0,9,0,8,1,7,0,6,1,0,0,0,YES
1,,6781,Al Narjis,Al Narjas district_61,Resid.,Closed,surveyor1,25-Jan,"January 8, 25","January 13, 25",0.04,0.02,0,0,0,0,0,19,6,1,2,3,13,0,13,0,7,0,4,3,0,1,0,0
1,,6795,Al Narjis,Al Narjas district_74,Resid.,Closed,surveyor1,25-Jan,"December 21, 24","January 14, 25",0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
1,,6796,Al Narjis,Al Narjas district_75,Resid.,Closed,surveyor1,25-Jan,"December 21, 24","December 21, 24",0.03,0.01,0,0,0,0,0,8,2,2,0,0,6,0,6,0,2,0,2,0,0,2,0,0
1,,6812,Al Narjis,Al Narjas district_91,Resid.,Closed,surveyor1,25-Jan,"December 22, 24","January 15, 25",0.03,0.01,0,0,0,0,0,10,5,1,1,3,5,0,5,0,6,0,3,3,0,1,0,0
1,,6813,Al Narjis,Al Narjas district_92,Resid.,Closed,surveyor1,25-Jan,"December 22, 24","December 22, 24",0.14,0.05,0,0,0,0,0,36,11,9,1,1,25,0,25,0,12,0,11,1,0,9,0,0
1,,6814,Al Narjis,Al Narjas district_93,Resid.,Closed,surveyor1,25-Jan,"January 15, 25","January 15, 25",0.01,0.01,0,0,0,0,0,3,3,0,2,1,0,0,0,0,3,0,2,1,0,0,0,0
1,,4010,Al Nakheel,Al-Nakheel_10000001,Indust.,Closed,surveyor1,25-Jan,"January 20, 25","January 20, 25",0.09,0.06,0,0,0,0,0,13,6,0,6,0,7,0,7,0,13,6,6,1,0,0,0,0
1,,4012,Al Nakheel,Al-Nakheel_10000002,Mixed.,Closed,surveyor1,25-Jan,,,0.03,0.02,0,0,0,0,0,19,0,0,0,0,19,2,11,6,8,0,3,5,0,0,0,0
1,,4018,Al Nakheel,Al-Nakheel_10000065,Resid.,Closed,surveyor1,25-Jan,"January 21, 25","January 21, 25",0.03,0.02,0,0,0,0,0,25,4,0,2,2,21,2,10,9,9,0,2,7,0,0,0,YES
1,,3490,Al Sulaimaniyah,Al Sulaimaniyah district_10000335,Resid.,Closed,surveyor10,25-Feb,"February 3, 25","February 3, 25",0.24,0.11,0,0,0,0,0,30,14,9,3,2,16,1,13,2,31,11,13,7,0,9,0,YES
1,,3937,Al Aqeeq,Al-Aqeek_10000032,Resid.,Closed,surveyor10,25-Jan,"January 13, 25","May 11, 25",0.46,0.21,0,0,0,0,0,136,62,19,26,17,74,0,71,3,74,1,44,29,0,19,0,0
1,,2644,Al Malaz,Al Malaz district_10000543,Resid.,Closed,surveyor11,25-Jan,"January 23, 25","January 23, 25",0.16,0.07,0,0,0,0,0,35,24,8,7,9,11,0,10,1,27,0,15,12,0,8,0,0
1,,3946,Al Aqeeq,Al-Aqeek_10000036,Resid.,Closed,surveyor11,25-Jan,"January 16, 25","January 16, 25",0.08,0.04,0,0,0,0,0,17,6,3,3,0,11,0,9,2,11,1,7,3,0,3,0,0
1,,3956,Al Aqeeq,Al-Aqeek_10000041,Resid.,Closed,surveyor11,25-Jan,"January 12, 25","January 12, 25",0.01,0.01,0,0,0,0,0,5,1,0,0,1,4,0,2,2,5,1,1,3,0,0,0,0
1,,3964,Al Aqeeq,Al-Aqeek_10000045,Resid.,Closed,surveyor11,25-Jan,"January 12, 25","January 12, 25",0.04,0.02,0,0,0,0,0,7,2,0,2,0,5,0,4,1,6,2,3,1,0,0,0,0
1,,3968,Al Aqeeq,Al-Aqeek_10000047,Resid.,Closed,surveyor11,25-Jan,"January 8, 25","January 9, 25",0.29,0.13,0,0,0,0,0,55,17,13,4,0,38,0,35,3,34,8,19,7,0,13,0,0
1,,3972,Al Aqeeq,Al-Aqeek_10000049,Resid.,Closed,surveyor11,25-Jan,"January 14, 25","January 14, 25",0.02,0.01,0,0,0,0,0,5,3,0,2,1,2,0,2,0,6,1,2,3,0,0,0,0
1,,3979,Al Aqeeq,Al-Aqeek_10000053,Resid.,Closed,surveyor11,25-Jan,"December 29, 24","January 15, 25",0.04,0.02,0,0,0,0,0,9,5,2,1,2,4,0,3,1,7,1,3,3,0,2,0,0
1,,3981,Al Aqeeq,Al-Aqeek_10000054,Mixed.,Closed,surveyor11,25-Jan,"January 15, 25","January 15, 25",0.09,0.05,0,0,0,0,0,23,8,1,4,3,15,1,10,4,18,5,7,6,0,1,0,0
1,,4068,Al Nakheel,Al-Nakheel_10000090,Mixed.,Closed,surveyor11,25-Jan,,,0.01,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,,4094,Al Nakheel,Al-Nakheel_10000104,Resid.,Closed,surveyor11,25-Jan,,,0.02,0.01,0,0,0,0,0,6,0,0,0,0,6,0,3,3,6,1,2,3,0,0,0,0
1,,4119,Al Nakheel,Al-Nakheel_10000117,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,,4121,Al Nakheel,Al-Nakheel_10000118,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0.12,0.05,0,0,0,0,0,24,14,7,2,5,10,0,10,0,16,1,9,6,0,7,0,0
1,,4123,Al Nakheel,Al-Nakheel_10000119,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0.06,0.04,0,0,0,0,0,10,6,0,6,0,4,1,2,1,16,2,7,7,0,0,0,YES
1,,4127,Al Nakheel,Al-Nakheel_10000121,Resid.,Closed,surveyor11,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,4129,Al Nakheel,Al-Nakheel_10000122,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0.06,0.04,0,0,0,0,0,14,5,1,2,2,9,1,6,2,14,4,4,6,0,1,0,0
1,,4131,Al Nakheel,Al-Nakheel_10000123,Resid.,Closed,surveyor11,25-Jan,"January 21, 25","January 21, 25",0.01,0.01,0,0,0,0,0,4,2,0,1,1,2,0,2,0,3,1,1,1,0,0,0,0
1,,5231,Al Raed,city Riyadh Al Raed district_1337,Resid.,Closed,surveyor11,25-Jan,"January 29, 25","January 29, 25",0.08,0.05,0,0,0,0,0,15,1,1,0,0,14,0,12,2,19,5,5,9,0,1,0,0
1,,5238,Al Raed,city Riyadh Al Raed district_1344,Resid.,Closed,surveyor11,25-Jan,"January 29, 25","January 29, 25",0.04,0.03,0,0,0,0,0,12,1,0,1,0,11,1,8,2,11,2,4,5,0,0,0,YES
1,,4720,Al Ghadir,Al Ghadeer district_10000317,Resid.,Closed,surveyor13,25-Feb,,,0.01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0
1,,4721,Al Ghadir,Al Ghadeer district_10000318,Resid.,Closed,surveyor13,25-Feb,"February 4, 25","February 4, 25",0.04,0.03,0,0,0,0,0,10,1,0,1,0,9,0,8,1,8,2,4,2,0,0,0,0
1,,4324,King Saud University,city Riyadh King Saud University district_1607,Resid.,Closed,surveyor13,25-Feb,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,4327,King Saud University,city Riyadh King Saud University district_1617,Resid.,Closed,surveyor13,25-Feb,,,0.03,0.02,0,0,0,0,0,6,0,0,0,0,6,2,2,2,9,2,3,4,0,0,0,0
1,,4383,King Fahd,King Fahd district_10000092,Resid.,Closed,surveyor13,25-Feb,"February 19, 25","February 19, 25",0.06,0.04,0,0,0,0,0,9,4,1,0,3,5,0,4,1,13,4,4,5,0,1,0,0
1,,4385,King Fahd,King Fahd district_10000093,Resid.,Closed,surveyor13,25-Feb,"February 19, 25","February 19, 25",0.03,0.02,0,0,0,0,0,6,4,0,1,3,2,0,2,0,10,2,2,6,0,0,0,0
1,,6793,Al Narjis,Al Narjas district_72,Resid.,Closed,surveyor2,25-Jan,"January 16, 25","January 19, 25",0.04,0.02,0,0,0,0,0,4,3,1,2,0,1,0,1,0,5,1,4,0,0,1,0,0
1,,4070,Al Nakheel,Al-Nakheel_10000091,Resid.,Closed,surveyor2,25-Jan,"January 21, 25","January 21, 25",0.13,0.08,0,0,0,0,0,22,9,2,7,0,13,0,10,3,20,4,9,7,0,2,0,0
1,,4072,Al Nakheel,Al-Nakheel_10000092,Resid.,Closed,surveyor2,25-Jan,"January 21, 25","January 21, 25",0.06,0.04,0,0,0,0,0,13,3,1,2,0,10,0,8,2,11,1,6,4,0,1,0,YES
1,,2542,Al Malaz,Al Malaz district_10000480,Resid.,Closed,surveyor3,25-Jan,"January 26, 25","January 26, 25",0.11,0.08,0,0,0,0,0,20,15,0,13,2,5,0,3,2,21,3,13,5,0,0,0,0
1,,4815,Al Mursalat,Al Mursalat district_10000114,Resid.,Closed,surveyor3,25-Mar,"March 24, 25","March 24, 25",0.05,0.03,0,0,0,0,0,12,7,0,3,4,5,0,5,0,10,1,2,7,0,0,0,0
1,,2999,Al Mutamarat,Al Mutamarat district_10000027,Mixed.,Closed,surveyor3,25-Jan,"January 22, 25","January 25, 25",0.21,0.13,0,0,0,0,0,40,22,2,20,0,18,0,17,1,31,7,20,4,0,2,0,0
1,,3428,Al Sulaimaniyah,Al Sulaimaniyah district_10000306,Resid.,Closed,surveyor3,25-Feb,"February 5, 25","February 5, 25",0.09,0.03,0,0,0,0,0,14,13,6,1,6,1,0,1,0,16,0,7,9,0,6,0,0
1,,4273,Hiteen,city Riyadh Hiteen district_1531,Indust.,Closed,surveyor3,25-Mar,"March 9, 25","March 9, 25",0.11,0.05,0,0,0,0,0,27,13,5,3,5,14,2,7,5,23,4,7,12,0,5,0,0
1,,3578,Al Woroud,Al Woroud district_10000008,Mixed.,Off-Plan,fabdelrahman,25-May,"February 11, 25","May 27, 25",0.04,0.01,0,0,0,0,0,16,15,2,1,12,1,0,1,0,16,1,2,13,0,2,0,0
1,,3579,Al Woroud,Al Woroud district_10000009,Mixed.,Closed,surveyor4,25-Feb,"February 11, 25","February 11, 25",0.11,0.04,0,0,0,0,0,26,22,7,1,14,4,0,4,0,23,0,9,14,0,7,0,0
1,,4263,Hiteen,city Riyadh Hiteen district_1526,Mixed.,Closed,surveyor4,25-Jan,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,,4271,Hiteen,city Riyadh Hiteen district_1530,Resid.,Closed,surveyor4,25-Jan,"January 13, 25","January 16, 25",0.12,0.08,0,0,0,0,0,33,22,1,7,14,11,0,10,1,35,5,11,19,0,1,0,0
1,,4281,Hiteen,city Riyadh Hiteen district_1535,Mixed.,Closed,surveyor4,25-Jan,"January 8, 25","January 9, 25",0.06,0.04,0,0,0,0,0,18,6,0,5,1,12,1,7,4,14,2,7,5,0,0,0,0
1,,4285,Hiteen,city Riyadh Hiteen district_1537,Mixed.,Closed,surveyor4,25-Jan,"January 12, 25","January 12, 25",0.06,0.04,0,0,0,0,0,16,7,0,3,4,9,1,4,4,19,4,5,10,0,0,0,YES
1,,4286,Hiteen,city Riyadh Hiteen district_1609,Mixed.,Closed,surveyor4,25-Jan,"January 13, 25","January 16, 25",0.04,0.02,0,0,0,0,0,11,8,0,4,4,3,0,3,0,13,0,5,8,0,0,0,0
1,,4366,King Fahd,King Fahd district_10000083,Resid.,Closed,surveyor4,25-Feb,"February 25, 25","February 25, 25",0.01,0,0,0,0,0,0,5,1,0,0,1,4,0,1,3,4,0,1,3,0,0,0,0
1,,4559,Hiteen,RUH_18,Resid.,Closed,surveyor4,25-Jan,,,0.06,0.04,0,0,0,0,0,6,0,0,0,0,6,0,4,2,13,4,4,5,0,0,0,0
1,,4723,Al Ghadir,Al Ghadeer district_10000320,Resid.,Closed,surveyor5,25-Feb,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,4724,Al Ghadir,Al Ghadeer district_10000321,Resid.,Closed,surveyor5,25-Feb,"January 12, 25","February 5, 25",0.09,0.05,0,0,0,0,0,27,17,2,8,7,10,0,9,1,25,0,11,14,0,2,0,0
1,,2546,Al Malaz,Al Malaz district_10000484,Resid.,Closed,surveyor5,25-Jan,"January 25, 25","January 29, 25",0.67,0.32,0,0,0,0,0,67,62,27,24,11,5,0,3,2,92,14,52,26,0,27,0,YES
1,,2547,Al Malaz,Al Malaz district_10000485,Resid.,Closed,surveyor5,25-Jan,"January 26, 25","January 26, 25",0.11,0.06,0,0,0,0,0,16,10,3,3,4,6,1,4,1,24,5,8,11,0,3,0,0
1,,6768,Al Narjis,Al Narjas district_48,Resid.,Closed,surveyor5,25-Jan,"January 14, 25","January 15, 25",0.75,0.35,0,0,0,0,0,101,45,31,12,2,56,0,54,2,82,25,49,8,0,31,0,0
1,,6789,Al Narjis,Al Narjas district_69,Resid.,Closed,surveyor5,25-Jan,,,0.01,0,0,0,0,0,0,3,0,0,0,0,3,0,2,1,2,0,1,1,0,0,0,0
1,,4027,Al Nakheel,Al-Nakheel_10000070,Mixed.,Closed,surveyor5,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,4031,Al Nakheel,Al-Nakheel_10000072,Resid.,Closed,surveyor5,25-Jan,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0
1,,3673,Al Yasmeen,Al Yasmeen district_10000118,Resid.,Closed,,"  v-24",,,0.01,0,0,0,0,0,0,4,0,0,0,0,4,0,4,0,1,0,1,0,0,0,0,0
1,,3798,Al Yasmeen,Al Yasmeen district_10000182,Resid.,Closed,,25-Dec,,,0.04,0.03,0,0,0,0,0,8,0,0,0,0,8,0,6,2,10,3,3,4,0,0,0,0
1,,4892,Al Nafel,Al Nafel district_10000337,Resid.,Closed,surveyor7,25-Dec,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,3679,Al Yasmeen,Al Yasmeen district_10000121,Resid.,Closed,surveyor7,"  v-24","November12, 24","May 11, 25",0.16,0.08,0,0,0,0,0,42,15,6,7,2,27,0,27,0,19,5,11,3,0,6,0,YES
1,,4893,Al Nafel,Al Nafel district_10000338,Resid.,Closed,,25-Dec,,,0.01,0.01,0,0,0,0,0,4,0,0,0,0,4,0,4,0,3,1,1,1,0,0,0,0
1,,4898,Al Nafel,Al Nafel district_10000343,Resid.,Closed,,25-Dec,"December 15, 24","December 15, 24",0.01,0.01,0,0,0,0,0,4,2,0,1,1,2,0,2,0,3,1,1,1,0,0,0,0
1,,4900,Al Nafel,Al Nafel district_10000345,Resid.,Closed,,25-Dec,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,4903,Al Nafel,Al Nafel district_10000348,Resid.,Closed,,25-Dec,"December 17, 24","December 17, 24",0.02,0.01,0,0,0,0,0,6,1,0,1,0,5,0,5,0,4,1,2,1,0,0,0,0
1,,4904,Al Nafel,Al Nafel district_10000349,Resid.,Closed,,25-Dec,"December 17, 24","December 17, 24",0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0
1,,4908,Al Nafel,Al Nafel district_10000353,Mixed.,Closed,,25-Dec,"December 15, 24","December 15, 24",0.09,0.05,0,0,0,0,0,41,20,1,8,11,21,0,18,3,27,1,8,18,0,1,0,YES
1,,4909,Al Nafel,Al Nafel district_10000354,Resid.,Closed,,25-Dec,"December 15, 24","December 15, 24",0.01,0.01,0,0,0,0,0,16,9,0,2,7,7,0,7,0,9,0,2,7,0,0,0,0
1,,3277,Al Sahafah,Al Sahafah district_10000005,Mixed.,Closed,,"  v-24","November26, 24","November26, 24",0.03,0.02,0,0,0,0,0,30,12,0,3,9,18,4,13,1,16,0,7,9,0,0,0,YES
1,,3294,Al Sahafah,Al Sahafah district_10000226,Resid.,Closed,,"  v-24","November19, 24","November19, 24",0.35,0.13,0,0,0,0,0,102,40,21,7,12,62,0,62,0,39,0,28,11,0,21,0,YES
1,,3295,Al Sahafah,Al Sahafah district_10000227,Resid.,Closed,,"  v-24","November25, 24","November25, 24",0.01,0.01,0,0,0,0,0,5,2,0,2,0,3,0,3,0,2,0,2,0,0,0,0,0
1,,3297,Al Sahafah,Al Sahafah district_10000228,Resid.,Closed,,"  v-24",,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,3315,Al Sahafah,Al Sahafah district_10000237,Mixed.,Closed,,"  v-24","November13, 24","November18, 24",0.29,0.11,0,0,0,0,0,78,33,17,7,9,45,0,45,0,33,1,23,9,0,17,0,YES
1,,3327,Al Sahafah,Al Sahafah district_10000243,Resid.,Closed,,"  v-24",,,0.01,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,2,1,1,0,0,0,0,0
1,,3337,Al Sahafah,Al Sahafah district_10000248,Resid.,Closed,,"  v-24","November26, 24","November26, 24",0,0,0,0,0,0,0,2,2,0,0,2,0,0,0,0,2,0,0,2,0,0,0,0
1,,3348,Al Sahafah,Al Sahafah district_10000253,Resid.,Closed,,"  v-24","November13, 24","November13, 24",0.03,0.02,0,0,0,0,0,13,6,0,4,2,7,0,6,1,8,0,4,4,0,0,0,YES
1,,3350,Al Sahafah,Al Sahafah district_10000254,Resid.,Closed,,"  v-24","November13, 24","November13, 24",0.01,0,0,0,0,0,0,3,2,0,1,1,1,0,1,0,2,0,1,1,0,0,0,YES
1,,3386,Al Sahafah,Al Sahafah district_10000272,Resid.,Closed,,"  v-24","November26, 24","November26, 24",0.01,0.01,0,0,0,0,0,5,4,0,2,2,1,0,1,0,5,0,2,3,0,0,0,YES
1,,3388,Al Sahafah,Al Sahafah district_10000273,Resid.,Closed,,"  v-24","November25, 24","May 11, 25",0.3,0.14,0,0,0,0,0,97,41,13,17,11,56,0,56,0,47,0,29,18,0,13,0,YES
1,,3401,Al Sahafah,Al Sahafah district_10000279,Resid.,Closed,,"  v-24","November25, 24","November25, 24",0.03,0.02,0,0,0,0,0,10,7,0,1,6,3,1,1,1,12,2,2,8,0,0,0,0
1,,3404,Al Sahafah,Al Sahafah district_10000280,Resid.,Closed,,"  v-24","November25, 24","November25, 24",0.04,0.03,0,0,0,0,0,14,2,0,2,0,12,2,6,4,10,1,5,4,0,0,0,YES
1,,5083,Ar Rabie,Ar Rabie district_10000285,Resid.,Closed,,25-Dec,,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
1,,5084,Ar Rabie,Ar Rabie district_10000286,Resid.,Closed,,25-Dec,"December 3, 24","December 3, 24",0.01,0,0,0,0,0,0,5,3,0,0,3,2,0,1,1,4,0,1,3,0,0,0,0
1,,5090,Ar Rabie,Ar Rabie district_10000292,Resid.,Closed,,25-Dec,"December 5, 24","December 5, 24",0.01,0.01,0,0,0,0,0,6,1,0,1,0,5,1,3,1,4,0,2,2,0,0,0,0
1,,5095,Ar Rabie,Ar Rabie district_10000297,Resid.,Closed,,25-Dec,,,0.01,0.01,0,0,0,0,0,4,0,0,0,0,4,0,4,0,2,1,1,0,0,0,0,0
1,,5100,Ar Rabie,Ar Rabie district_10000302,Resid.,Closed,,25-Dec,,,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0
1,,5101,Ar Rabie,Ar Rabie district_10000303,Resid.,Closed,,25-Dec,,,0.03,0.02,0,0,0,0,0,4,0,0,0,0,4,0,3,1,6,1,3,2,0,0,0,0
1,,4258,Hiteen,city Riyadh Hiteen district_1510,Indust.,Closed,,25-Jan,,,0.01,0.01,0,0,0,0,0,9,0,0,0,0,9,1,1,7,10,1,1,8,0,0,0,0
1,,4617,Hiteen,The Canopy mall,Indust.,Off-Plan,fabdelrahman,25-May,"May 26, 25","May 26, 25",0,0,0,0,0,0,0,7,4,2,2,0,3,0,3,0,5,1,3,1,0,0,0,0
1,,4461,Qurtubah,Qurtubah district_305,Resid.,Off-Plan,ashuban,25-Mar,"May 1, 25","May 1, 25",0.12,0.06,0,0,0,0,0,17,14,4,10,0,3,0,2,1,19,2,15,2,0,4,0,0
1,,4465,Qurtubah,Qurtubah district_307,Resid.,Off-Plan,ashuban,25-May,"May 1, 25","May 1, 25",0.39,0.19,0,0,0,0,0,53,30,16,14,0,23,0,21,2,63,23,32,8,0,16,0,YES
1,,2921,Al Muhammadiyah,Al Muhammadiyah district_10000058,Mixed.,Off-Plan,fabdelrahman,25-Apr,"October 10, 24","April 23, 25",0.83,0.37,0,0,0,0,0,97,68,38,29,1,29,0,28,1,121,45,66,10,0,38,0,0
1,,3528,Al Wizarat,Al Wizarat district_10000578,Resid.,Off-Plan,fabdelrahman,25-Apr,"April 9, 25","April 9, 25",0.36,0.14,0,0,0,0,0,55,40,21,5,14,15,0,14,1,55,6,30,19,0,21,0,0
1,,5125,Ar Rahmaniyah,Ar Rahmaniyah district_10000190,Resid.,Off-Plan,fabdelrahman,25-Apr,"April 28, 25","April 28, 25",0.08,0.05,0,0,0,0,0,9,5,1,4,0,4,0,4,0,13,5,6,2,0,1,0,0
1,,4475,Qurtubah,Qurtubah district_312,Resid.,Off-Plan,fabdelrahman,25-May,"May 1, 25","May 3, 25",0.31,0.1,0,0,0,0,0,65,29,22,7,0,36,1,34,1,47,12,31,4,0,21,0,YES
